date,hour,depth,value,variable
2020-10-01,NA,8.0,11.643467739130434,temperature
2020-10-02,NA,1.0,18.33260263888889,temperature
2020-10-02,NA,2.0,18.289089861111112,temperature
2020-10-02,NA,3.0,18.26548375,temperature
2020-10-02,NA,4.0,18.079203125,temperature
2020-10-02,NA,5.0,17.783452152777777,temperature
2020-10-02,NA,6.0,16.918609444444446,temperature
2020-10-02,NA,7.0,13.484194166666667,temperature
2020-10-02,NA,8.0,11.7218125,temperature
2020-10-03,NA,1.0,17.677442430555555,temperature
2020-10-03,NA,2.0,17.53855513888889,temperature
2020-10-03,NA,3.0,17.49090798611111,temperature
2020-10-03,NA,4.0,17.408835625,temperature
2020-10-03,NA,5.0,17.25283701388889,temperature
2020-10-03,NA,6.0,16.719299027777776,temperature
2020-10-03,NA,7.0,13.494496736111111,temperature
2020-10-03,NA,8.0,11.684766875,temperature
2020-10-04,NA,1.0,17.549975763888888,temperature
2020-10-04,NA,2.0,17.34164861111111,temperature
2020-10-04,NA,3.0,17.26860451388889,temperature
2020-10-04,NA,4.0,17.17150965277778,temperature
2020-10-04,NA,5.0,17.095866805555556,temperature
2020-10-04,NA,6.0,16.697954236111112,temperature
2020-10-04,NA,7.0,13.617347083333334,temperature
2020-10-04,NA,8.0,11.721089930555555,temperature
2020-10-05,NA,1.0,17.67208015151515,temperature
2020-10-05,NA,10.0,10.446465859649123,temperature
2020-10-05,NA,11.0,10.163293771929824,temperature
2020-10-05,NA,2.0,17.54684446969697,temperature
2020-10-05,NA,3.0,17.340794924242424,temperature
2020-10-05,NA,4.0,17.156874545454546,temperature
2020-10-05,NA,5.0,16.99886871212121,temperature
2020-10-05,NA,6.0,16.62098643939394,temperature
2020-10-05,NA,7.0,14.214512196969697,temperature
2020-10-05,NA,8.0,11.821212878787879,temperature
2020-10-05,NA,9.0,10.798507140350877,temperature
2020-10-06,NA,1.0,18.272930416666668,temperature
2020-10-06,NA,10.0,10.458510138888888,temperature
2020-10-06,NA,11.0,10.143188472222223,temperature
2020-10-06,NA,2.0,17.476923958333334,temperature
2020-10-06,NA,3.0,17.190165416666666,temperature
2020-10-06,NA,4.0,17.087993611111113,temperature
2020-10-06,NA,5.0,16.908895277777777,temperature
2020-10-06,NA,6.0,16.479094375,temperature
2020-10-06,NA,7.0,13.914405138888888,temperature
2020-10-06,NA,8.0,11.730687152777778,temperature
2020-10-06,NA,9.0,10.779439861111111,temperature
2020-10-07,NA,1.0,18.28584013888889,temperature
2020-10-07,NA,10.0,10.451761805555556,temperature
2020-10-07,NA,11.0,10.15192423611111,temperature
2020-10-07,NA,2.0,18.16657375,temperature
2020-10-07,NA,3.0,17.73825659722222,temperature
2020-10-07,NA,4.0,17.334863541666667,temperature
2020-10-07,NA,5.0,17.06977854166667,temperature
2020-10-07,NA,6.0,16.472090555555557,temperature
2020-10-07,NA,7.0,14.038274375,temperature
2020-10-07,NA,8.0,11.753865416666667,temperature
2020-10-07,NA,9.0,10.797829513888889,temperature
2020-10-08,NA,1.0,17.972810208333332,temperature
2020-10-08,NA,10.0,10.485284583333334,temperature
2020-10-08,NA,11.0,10.176837847222222,temperature
2020-10-08,NA,2.0,17.93167534722222,temperature
2020-10-08,NA,3.0,17.843776944444443,temperature
2020-10-08,NA,4.0,17.382286805555555,temperature
